file	start	end	angles
src-app/ui/src/dev/gallery/STATE_MATRIX.md	33	33	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	313	320	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	327	338	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	356	356	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	358	368	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	372	378	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/STATE_MATRIX.md	678	678	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/coverage.ts	104	104	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/coverage.ts	106	108	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/galleryCoverage.generated.ts	2	2	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/galleryCoverage.generated.ts	32	32	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/galleryCoverage.generated.ts	35	36	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateCoverage.ts	107	127	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateCoverage.ts	465	465	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	7	7	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	252	258	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	263	274	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	292	303	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	305	311	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	585	585	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	4134	4134	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	4187	4187	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	4217	4217	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	4220	4222	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	4594	4594	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/dev/gallery/stateMatrix.generated.ts	4597	4599	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/chat-extension/extension.tsx	1	48	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunCard.tsx	1	1	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunCard.tsx	2	2	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunCard.tsx	61	61	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunCard.tsx	65	71	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunCard.tsx	73	73	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunCard.tsx	174	174	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunsFooter.tsx	1	109	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/components/BackgroundRunsPanel.tsx	1	162	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/gallery.tsx	2	11	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/gallery.tsx	13	13	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/gallery.tsx	15	15	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/gallery.tsx	103	168	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/gallery.tsx	171	194	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/module.tsx	1	1	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/module.tsx	2	2	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/module.tsx	6	32	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/module.tsx	37	38	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/module.tsx	39	39	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/module.tsx	40	40	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.test.ts	1	317	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	22	42	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	49	69	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	87	108	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	111	117	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	120	121	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	123	127	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	129	132	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	135	154	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	157	157	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	159	165	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	167	168	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	172	204	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	257	283	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	285	289	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	291	291	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	294	297	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	302	302	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	317	317	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	320	323	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/stores/BackgroundRuns.store.ts	326	326	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/background/types.ts	13	23	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/chat/gallery.tsx	23	23	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/chat/gallery.tsx	478	550	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/notification/module.tsx	1	1	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/src/modules/notification/module.tsx	67	78	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-in-conversation.spec.ts	1	200	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	2	2	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	5	10	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	13	13	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	15	18	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	20	23	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	25	25	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	27	27	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	37	37	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	41	41	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	42	42	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	45	49	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	52	65	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	67	80	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	82	104	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	108	108	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	111	112	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	114	114	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	116	118	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-negative-perm.spec.ts	120	148	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	2	2	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	4	9	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	17	27	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	32	33	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	37	37	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	39	40	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	42	47	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	48	48	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	50	55	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	57	59	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	63	64	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/background-sandbox-panel.spec.ts	67	67	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-background/helpers/background-helpers.ts	1	137	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-notifications/background-inbox.spec.ts	14	24	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-notifications/background-inbox.spec.ts	30	30	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-notifications/background-inbox.spec.ts	39	42	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/15-notifications/background-inbox.spec.ts	58	66	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-persist.spec.ts	4	4	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-persist.spec.ts	19	27	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-persist.spec.ts	59	62	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-persist.spec.ts	67	69	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-persist.spec.ts	71	71	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-persist.spec.ts	74	74	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-status.spec.ts	22	27	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/background-status.spec.ts	73	80	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	2	2	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	4	8	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	15	17	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	36	36	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	38	38	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	40	41	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	44	49	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	51	56	correctness,security,api-contract,design-conformance,tests-quality,maintainability
src-app/ui/tests/e2e/chat/steer-running-agent.spec.ts	58	58	correctness,security,api-contract,design-conformance,tests-quality,maintainability
